Store,Sales_recent,customer_recent,Sales_total,customer_total,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
443,-0.69313444,-0.695691972,-0.600404282,-0.644365675,d,a,11400.0,12.0,2005.0,0,,,
444,1.8149260982,1.5247800244,2.1540453921,1.7335999264,c,a,1700.0,11.0,2009.0,0,,,
445,0.5801699419,1.4720000167,0.7206924618,1.5601674176,a,a,240.0,,,0,,,
446,-0.891658597,-0.413396876,-0.730418845,-0.27213422,a,a,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
447,-0.655810508,-0.35144161,-0.566928727,-0.302023813,a,c,1510.0,9.0,2013.0,0,,,
448,0.6370280636,-0.046653768,0.6875710292,0.0011195508,a,c,3970.0,9.0,2009.0,0,,,
449,1.420682985,1.7515930137,1.8048179878,2.0389162434,a,c,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
450,0.6895523208,0.7318179402,0.8009013689,0.8837455115,c,a,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
451,-0.58078559,-0.777230031,-0.522375968,-0.720159722,a,a,2460.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
452,-0.948337276,-0.831197775,-0.630322217,-0.665044835,a,c,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov"
453,0.7046822325,0.6754004917,0.8350282827,0.7668097823,a,c,75860.0,,,0,,,
454,-0.498667035,-0.159043264,-0.383338722,-0.086921155,a,a,26450.0,,,0,,,
455,0.3684624782,-0.71448789,0.2358137523,-0.71452383,d,c,7660.0,9.0,2010.0,0,,,
456,-0.447959911,0.2852738359,-0.228042098,0.3933572726,a,c,140.0,,,0,,,
457,-0.667758164,-0.744463371,-1.156458454,-1.012566334,d,c,13140.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
458,0.227857195,-0.119937064,0.3352667088,-0.094628245,c,a,3390.0,,,0,,,
459,0.8864910283,0.9435466854,0.9876190252,1.0124979039,a,a,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
460,-1.350696164,-1.069012167,-1.206034008,-1.011955806,a,a,34050.0,4.0,2008.0,0,,,
461,-0.936639477,-0.751411625,-0.772705429,-0.680616571,d,c,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
462,-0.994292594,-0.472843051,-0.767695447,-0.343890907,a,a,44320.0,8.0,2008.0,0,,,
463,-0.337537223,0.5557955011,-0.266323156,0.5828505961,a,a,4160.0,,,0,,,
464,1.2635803968,1.2213432321,1.576605526,1.4638517656,c,a,520.0,3.0,2009.0,0,,,
465,0.4143110395,-0.369287339,0.4075865345,-0.34581768,d,c,10890.0,4.0,2005.0,0,,,
466,0.2827823404,-0.043521115,0.3794930204,0.0365137394,a,c,3110.0,3.0,2003.0,0,,,
467,2.4457373391,2.0361448075,2.682107521,2.2301262654,a,c,20390.0,4.0,2008.0,0,,,
468,-0.463909805,-0.235919461,-0.019685584,0.0458817274,c,c,5260.0,9.0,2012.0,0,,,
469,1.7671922604,1.8022796371,2.0823584764,2.017229384,c,c,710.0,9.0,2005.0,0,,,
470,1.971542603,2.1603819676,2.5148742662,2.625140903,a,c,50.0,,,0,,,
471,0.013748843,-0.448316307,-0.433125929,-0.690975846,d,a,5300.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
472,-0.703489832,-0.177334394,-0.608300538,-0.112724152,c,c,5030.0,8.0,2011.0,0,,,
473,-1.438879404,-0.744641532,-1.281288281,-0.651944751,a,a,50.0,,,0,,,
474,0.2302103835,-0.070868731,0.3169907297,-0.004703438,c,a,14810.0,,,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
475,-0.290423482,0.4838038676,-0.124914676,0.6051611126,a,a,140.0,9.0,2005.0,0,,,
476,-0.465479354,-0.299418783,-0.360361785,-0.2323055,d,a,8300.0,9.0,2006.0,0,,,
477,-0.33669907,-0.80919497,-0.718756391,-0.977454432,d,a,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct"
478,-0.05997001,-0.153921153,0.0354744392,-0.096147999,d,c,1940.0,3.0,2012.0,0,,,
479,1.6701754781,1.3780055783,1.8014212857,1.5149227273,a,a,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
480,-0.851263709,-0.350075713,-0.716284198,-0.291552937,a,a,300.0,11.0,2012.0,0,,,
481,-0.469611063,-0.603182203,-0.636023531,-0.673884356,c,c,7470.0,,,1,44.0,2012.0,"Feb,May,Aug,Nov"
482,0.3310522327,0.2574214324,0.6407223693,0.4678514866,c,a,2550.0,10.0,2005.0,0,,,
483,-0.849069519,-0.31714574,-0.721392063,-0.231744209,a,c,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
484,0.3175781844,-0.051478944,0.401386067,0.0079994747,a,c,14300.0,3.0,2011.0,0,,,
485,-0.726687818,-0.807294593,-1.146749565,-1.03645897,d,c,3270.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
486,-1.052722537,-0.613277957,-0.996068827,-0.566273943,a,a,2320.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
487,0.0749476434,-0.179828639,0.1127576112,-0.154354912,d,c,2180.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
488,-1.356604121,-0.974542634,-1.218340135,-0.897485164,a,c,2890.0,4.0,2014.0,0,,,
489,0.1135980828,-0.311444608,0.2211548407,-0.232738778,a,a,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
490,0.5208655037,0.7738192458,-0.069745941,0.2757814741,a,a,660.0,4.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
491,0.0146392386,-0.572108066,-0.013030036,-0.551148614,d,c,4680.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
492,0.358618155,0.9956585917,-0.226475966,0.4343282697,a,a,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
493,0.8008267905,0.2625138495,0.612359292,0.170751033,d,c,1150.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
494,0.9208212317,1.4127913893,0.9932895907,1.4422010127,b,a,1260.0,6.0,2011.0,0,,,
495,-0.665775217,-0.899522274,-0.646854747,-0.888796635,d,a,5470.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
496,0.4398236003,0.2130001152,0.405898433,0.2406072067,d,c,2780.0,6.0,2015.0,0,,,
497,0.7967132535,0.8707681769,0.9276314625,0.9658778854,a,c,1610.0,,,0,,,
498,-0.020097548,0.3087167704,-0.469215633,-0.089986922,a,a,990.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
499,-0.505597129,0.1056584962,-0.646348931,-0.014573634,c,c,450.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
500,-0.37913142,-0.836215958,-0.992779745,-1.088380075,d,c,10690.0,9.0,2007.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
501,-0.845546551,-0.565174659,-0.985083867,-0.695863349,a,c,1620.0,9.0,2006.0,0,,,
502,1.3182148009,1.7985382695,1.5937960774,1.9648356125,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
503,-0.034943533,-0.718080791,-0.021950223,-0.691126837,d,c,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
504,-0.060442465,0.5572653241,-0.01828037,0.5575301128,c,c,820.0,,,0,,,
505,-0.853953067,-0.400554483,-0.797546759,-0.379455781,a,a,350.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
506,0.0998310216,0.1236229995,0.3271864732,0.2562577206,a,a,1850.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
507,0.6168556052,-0.251671806,0.6762749961,-0.198693658,a,c,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
508,0.1123533461,-0.150239172,-0.008041578,-0.208452253,a,c,1280.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
509,-0.431946418,-0.676287339,-0.247912395,-0.567245535,a,a,4740.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
510,0.4108334994,0.1063711377,0.5728646869,0.2575312943,a,c,8260.0,,,0,,,
511,-0.511227973,0.1564935866,-0.424417396,0.190028606,a,a,2060.0,9.0,2009.0,0,,,
512,0.2272620836,2.5160642865,-0.595369701,1.2536267631,b,b,590.0,,,1,5.0,2013.0,"Mar,Jun,Sept,Dec"
513,4.2088706233,3.2203767432,4.6046014377,3.4987533757,a,a,400.0,8.0,2013.0,0,,,
514,-0.350497931,-0.319268817,-0.864646487,-0.662878447,c,c,1200.0,7.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
515,0.8509183596,-0.056482281,0.9167582235,-0.008120423,d,c,11260.0,,,1,9.0,2011.0,"Feb,May,Aug,Nov"
516,-0.382111519,0.0401994093,-0.352389683,0.0487472682,a,c,20.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
517,-0.409393514,-0.269472996,-0.38022542,-0.274297326,a,c,22490.0,,,0,,,
518,-0.383499355,-0.640358332,-0.826859458,-0.864687359,d,c,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
519,-0.680886957,-0.54107847,-0.567451967,-0.457238966,c,c,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
520,-1.265499838,-0.897235883,-1.144647894,-0.833005572,a,c,6900.0,,,1,40.0,2012.0,"Mar,Jun,Sept,Dec"
521,-0.758389992,-0.870259435,-0.631073509,-0.805430076,d,a,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
522,0.6288668607,-0.272145401,-0.07408714,-0.601477752,d,c,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
523,2.7361539604,2.1675974623,3.5404871403,2.6921873368,c,c,50.0,11.0,2013.0,0,,,
524,0.6659091366,0.4062892628,0.781941232,0.4709730551,a,c,40860.0,9.0,2013.0,0,,,
525,1.1591519794,0.2494784496,1.4067683721,0.3543458721,d,c,1870.0,9.0,2013.0,0,,,
526,1.4941678825,1.7646432604,1.5607069308,1.8431502412,a,a,120.0,,,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
527,1.524929689,0.6058734099,1.5970697848,0.6688463622,d,c,5830.0,4.0,2008.0,0,,,
528,1.4678512399,0.4600491525,1.5739908648,0.5471084724,a,c,20620.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
529,0.3992924273,0.0380911784,0.4440206228,0.0628878751,d,c,12920.0,9.0,2012.0,0,,,
530,-0.66299273,0.284635428,-0.547700052,0.3368211041,a,c,18160.0,,,0,,,
531,-0.78271233,-0.380986537,-0.729926867,-0.350363813,a,c,4030.0,,,0,,,
532,1.7323419024,1.4629286849,1.6500107793,1.3741895514,a,c,1070.0,8.0,2010.0,0,,,
533,1.5316916988,0.5695583892,1.1469867725,0.4051082876,a,c,5950.0,,,0,,,
534,0.219630121,-0.534590463,-0.298642561,-0.73302019,d,a,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
535,0.466276528,0.4220267616,0.5405406696,0.4631477982,a,a,3570.0,4.0,2007.0,0,,,
536,0.4797846476,0.242841976,0.6235154187,0.361944643,a,c,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
537,-0.40118234,-0.283310117,-0.477438337,-0.35491651,a,a,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
538,-1.231494448,-0.448732015,-1.148950144,-0.434468913,a,a,990.0,2.0,2010.0,0,,,
539,1.7071904969,0.9414978412,0.9060566646,0.4361729821,a,a,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
540,-0.054430023,-0.763778924,-0.898760077,-1.097045628,d,c,810.0,,,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
541,-0.059499827,0.2636125051,-0.016354991,0.2955875145,a,c,650.0,7.0,1990.0,0,,,
542,-0.345932382,-0.624858381,-0.708252135,-0.810544065,a,a,7280.0,9.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
543,-1.734154587,-1.360319208,-1.582602609,-1.280246579,c,a,1080.0,12.0,2012.0,0,,,
544,2.5084716177,2.4572119798,2.9345919508,2.8279246901,a,a,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
545,1.6006769183,0.6806859159,1.5463698552,0.7295971405,a,c,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
546,2.9084932169,2.4057236348,2.7975625932,2.2762407934,a,a,580.0,1.0,2005.0,0,,,
547,-0.414304319,-0.784846387,-0.865768301,-0.993052428,d,c,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
548,-0.710967338,-0.888016084,-0.702783486,-0.885291025,d,c,3760.0,2.0,2009.0,0,,,
549,-0.868044941,-0.486991953,-0.834076169,-0.486481925,a,c,2330.0,,,0,,,
550,-0.265103992,-0.624977154,-0.308523643,-0.62278057,d,c,50.0,6.0,2015.0,0,,,
551,-0.134760973,0.6378828885,-0.063994917,0.645892494,a,c,2190.0,9.0,2013.0,0,,,
552,0.2397639653,-0.209522033,0.391200573,-0.127380096,a,a,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
553,0.117832005,-0.253304943,0.1032972732,-0.266892217,c,a,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
554,-0.771123558,-0.349214605,-0.899045527,-0.490850808,c,c,1200.0,,,0,,,
555,-0.92339257,-0.849607679,-1.047561559,-0.916391825,d,a,1560.0,1.0,2014.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
556,0.1280238551,0.226332449,0.181180044,0.2390940174,d,c,1140.0,11.0,2014.0,0,,,
557,-1.146254965,-0.329676352,-0.951871214,-0.169618102,a,a,250.0,,,0,,,
558,-1.562233272,-0.85634808,-1.39705084,-0.73014152,a,a,3000.0,2.0,2010.0,0,,,
559,-0.459023986,-0.060193955,-0.347827094,0.0249498215,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
560,2.8594374141,2.3970234703,2.511847573,2.1259197083,c,c,1910.0,7.0,2013.0,0,,,
561,-0.082270787,-0.232890734,0.0607001282,-0.149759543,d,a,14300.0,,,0,,,
562,5.8307308276,7.7434081231,5.9754361906,7.7049373007,b,c,1210.0,,,0,,,
563,-0.880919335,-0.396531028,-0.50681817,-0.10628407,a,a,700.0,3.0,2015.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
564,-0.475659847,-0.627486246,-0.492503643,-0.646535345,d,c,6540.0,,,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
565,-0.10620017,0.0772864583,-0.050047324,0.1299802626,a,c,160.0,7.0,2007.0,0,,,
566,-0.603170409,-0.460030351,-0.728840414,-0.49386734,a,a,3620.0,,,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
567,-0.79518014,-0.301779408,-0.606924536,-0.179153493,c,a,1010.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
568,-0.691801118,-0.81750912,-0.747244512,-0.834912651,d,c,4270.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
569,-1.011989208,-0.260564978,-0.883559989,-0.215916445,a,a,1340.0,9.0,2006.0,0,,,
570,-1.157568895,-0.359785453,-0.88881391,-0.203774824,a,a,180.0,11.0,2006.0,0,,,
571,0.5208768607,-0.417672725,-0.231350654,-0.720714448,d,a,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
572,-0.087270177,-0.515423377,0.0400980129,-0.440236101,d,c,9230.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
573,-1.292152651,-1.138316548,-1.432435374,-1.21118803,a,a,1190.0,11.0,2012.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
574,0.8006655198,-0.253097089,0.8437885762,-0.195920025,d,a,4400.0,,,0,,,
575,-0.634550041,-0.682745652,-0.985716265,-0.88790382,a,a,960.0,5.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
576,0.1847615916,0.6973439098,0.1060149423,0.5875477197,c,a,50.0,11.0,2006.0,0,,,
577,-0.908953169,-0.581639646,-0.709242242,-0.394705841,a,c,2270.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
578,1.0835523923,0.4129257363,1.0704072324,0.392027898,d,a,12700.0,4.0,2013.0,0,,,
579,0.286191738,0.2378237925,0.6118319525,0.4344792604,c,a,20970.0,11.0,2012.0,0,,,
580,0.9381226184,1.8465524874,1.3978036,2.2285507103,a,c,170.0,2.0,2009.0,0,,,
581,-0.750764843,-0.483072425,-0.570110701,-0.393360055,a,a,7250.0,12.0,2013.0,0,,,
582,-0.105600516,0.2007070501,0.1151150085,0.3200315952,a,a,120.0,,,0,,,
583,-1.108999176,-0.825259096,-0.975828521,-0.746199052,a,a,2640.0,11.0,2002.0,0,,,
584,-0.826144103,-0.809684911,-0.804319664,-0.784836258,d,a,1360.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
585,-0.844983239,0.0159250598,-0.419259821,0.3248764271,d,c,440.0,4.0,2014.0,0,,,
586,3.2567105982,4.0898290101,3.318279892,4.1189017058,a,c,250.0,10.0,2008.0,0,,,
587,1.4059596571,-0.106233563,0.385793421,-0.493778715,d,c,330.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
588,-0.312633402,-0.248450073,-0.226623559,-0.194570956,d,c,15720.0,3.0,2010.0,0,,,
589,-0.738714974,-0.58346579,-0.886715314,-0.66881632,a,c,360.0,,,1,18.0,2013.0,"Feb,May,Aug,Nov"
590,-0.74918848,-0.939162955,-0.714766239,-0.897222572,d,c,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
591,-0.542228279,-0.688862491,-0.429445314,-0.624014755,a,c,3340.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
592,-1.057174515,-0.534145062,-0.923503524,-0.438457037,a,a,2540.0,6.0,2005.0,0,,,
593,0.9002580895,1.1433832264,1.1206920551,1.2738660811,a,c,33060.0,3.0,2010.0,0,,,
594,-1.101946425,-0.752851755,-1.029684288,-0.72075712,a,a,1790.0,10.0,2011.0,0,,,
595,3.4099336053,2.7185583862,3.3349769274,2.6420091897,c,c,1130.0,6.0,2015.0,0,,,
596,-0.939985274,-0.094133505,-0.889079373,-0.098737818,c,a,290.0,9.0,2006.0,0,,,
597,-0.749560992,-0.065019132,-0.671310694,-0.035692637,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
598,-0.517628827,-0.128399681,-0.821204779,-0.408416453,c,a,550.0,12.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
599,1.1271817788,0.2902771728,1.225866825,0.3572114129,d,c,580.0,11.0,2014.0,0,,,
600,0.1182976455,-0.311221908,0.1116798706,-0.302378313,d,c,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
601,-0.859343141,-0.958122187,-0.747935845,-0.885182705,d,a,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
602,-0.243423313,-0.366481314,-0.177827484,-0.321439247,a,a,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
603,0.1527346056,0.6476965552,0.0151823729,0.4754535399,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
604,0.0816278822,-0.555450072,-0.1608286,-0.687791912,d,a,10950.0,3.0,2014.0,0,,,
605,0.0927010423,-0.633439771,0.1021744346,-0.596859406,d,a,10310.0,4.0,2003.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
606,-0.485009001,-0.364313696,-0.353345966,-0.298344235,a,a,2260.0,11.0,2007.0,0,,,
607,-1.336524791,-0.909558641,-1.135718483,-0.833104045,a,a,350.0,8.0,1999.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
608,1.0207840424,0.470115213,1.0288560544,0.5172845275,a,c,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
609,-0.898036737,-0.62472476,-0.835951837,-0.597378026,a,a,2070.0,9.0,2007.0,0,,,
610,-1.134443594,-0.614391459,-1.023660113,-0.565312198,a,a,660.0,1.0,2007.0,0,,,
611,-0.482194715,-0.719906935,-0.853077304,-0.894488327,a,a,8080.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
612,-0.155260515,-0.898289998,-0.523241542,-1.028551653,d,c,2490.0,11.0,2012.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
613,-0.223128198,0.5279282509,-0.002992648,0.6730544073,c,a,250.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
614,-0.262784875,0.3718746193,-0.064954787,0.5137263989,a,a,1160.0,12.0,2012.0,0,,,
615,0.9168212656,1.1483271765,1.1879101654,1.2831191849,d,a,730.0,8.0,2007.0,0,,,
616,0.5312663242,0.1517574902,0.6889470318,0.2274119329,a,c,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
617,-0.211378155,-0.469844018,-0.157472896,-0.424592152,a,c,8940.0,,,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
618,0.095142816,-0.580927004,0.0344669081,-0.599918609,d,c,9910.0,,,0,,,
619,-1.096531365,-0.878425118,-1.327617288,-1.020339072,a,a,1600.0,6.0,2006.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
620,0.5420623713,-0.025942626,-0.221463934,-0.447703575,d,c,5440.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
621,-0.403178916,0.1320559234,-0.337562678,0.1662377241,a,a,30.0,7.0,2002.0,0,,,
622,-1.080874485,-0.855576051,-0.964557086,-0.789405368,a,c,,,,0,,,
623,-0.047783856,0.1496492593,0.1058104637,0.2019371765,a,a,4080.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
624,-0.04344772,-0.236617255,0.1027140736,-0.149841604,a,c,6920.0,9.0,2011.0,0,,,
625,-0.263929669,-0.358582871,-0.184273941,-0.318678743,a,a,1170.0,4.0,2011.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
626,0.8891531296,0.1436215003,1.0510642748,0.2280979558,c,c,10740.0,11.0,2013.0,0,,,
627,-0.177027509,-0.255680414,-0.301469388,-0.317799058,c,c,3970.0,3.0,2010.0,0,,,
628,-0.308374495,0.0208690099,-0.195898472,0.0673814895,a,c,2180.0,,,0,,,
629,-0.369030426,-0.554128716,-0.260042742,-0.510423798,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
630,-0.213504202,-0.017197921,0.0694932203,0.1332003034,a,a,1690.0,4.0,2015.0,0,,,
631,-0.533326594,-0.248078905,-0.529689537,-0.253001073,d,c,2870.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
632,0.2142082475,0.5158875797,0.1245999455,0.4293948128,a,a,3350.0,2.0,2010.0,0,,,
633,0.0739027914,-0.558181865,-0.402057995,-0.773508673,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
634,-0.105184846,-0.270467724,-0.015917848,-0.228711265,d,a,18610.0,,,0,,,
635,-0.462138099,-0.441902534,-0.337320789,-0.368210256,a,a,27530.0,4.0,2014.0,0,,,
636,-0.335988117,-0.07365991,-0.806880515,-0.434203038,c,a,720.0,10.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
637,0.7026970136,-0.158048535,0.0760985451,-0.480970765,d,c,9790.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov"
638,-0.374268315,-0.631183074,-0.796129246,-0.866059405,d,a,10170.0,11.0,2001.0,0,,,
639,-1.035866348,-0.763645304,-0.809252262,-0.653313515,a,a,7780.0,11.0,2006.0,0,,,
640,1.9451396465,0.3235634674,1.9051575307,0.3529278725,d,c,8040.0,,,0,,,
641,-0.636437589,-0.681350063,-0.398215949,-0.520143003,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
642,-1.377051421,-0.729705755,-1.241203301,-0.668914792,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
643,0.3300891517,0.6256789037,0.512583987,0.7295314924,a,a,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
644,0.5837905814,0.3319370045,0.1381554926,0.1045645896,c,a,4030.0,12.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
645,1.4486009769,1.3658164401,1.573297995,1.4891952257,a,a,90.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
646,-0.800052331,-0.15087758,-1.097368753,-0.453726791,a,a,620.0,9.0,2014.0,0,,,
647,-0.475353206,-0.195209818,-0.37931526,-0.1525102,a,c,7420.0,4.0,2013.0,0,,,
648,-0.199439585,-0.473719006,-0.058121922,-0.326651709,d,a,2130.0,12.0,2008.0,0,,,
649,-1.35572054,-0.99699084,-1.226906712,-0.905966903,a,a,14570.0,11.0,2002.0,0,,,
650,-0.282400836,-0.307287533,-0.662233689,-0.540667891,a,a,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
651,0.243636732,0.4582378554,0.3409680231,0.5291340148,a,a,200.0,,,0,,,
652,-0.072183422,-0.148888123,-0.03935704,-0.147911549,a,a,20390.0,,,0,,,
653,-0.465663339,-0.695187184,-0.337850178,-0.617013382,d,c,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
654,-0.130595193,-0.18180325,-0.11110904,-0.14427136,c,a,6930.0,9.0,2006.0,0,,,
655,0.6730027733,-0.086725003,0.5069820935,-0.138172649,d,c,960.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
656,-1.498878896,-0.951337247,-1.400566437,-0.92395449,d,a,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
657,-0.296385953,0.0332214618,-0.291583181,0.0555385671,c,c,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
658,-0.55077108,-0.504511055,-0.280631533,-0.365285632,d,c,520.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
659,-0.652351139,-0.254952926,-0.440468709,-0.139748204,d,a,1590.0,3.0,2012.0,0,,,
660,-0.839138882,-0.626803298,-1.227846083,-0.880308332,a,a,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
661,0.0783229698,-0.4186823,0.121188894,-0.409010568,d,c,2140.0,7.0,2013.0,0,,,
662,0.5597453562,0.0359235606,0.6914146118,0.0890158303,d,a,1070.0,,,0,,,
663,-0.479757484,0.0203493755,-0.842643258,-0.273591609,a,c,7860.0,5.0,2005.0,0,,,
664,-0.719108098,-0.332378451,-0.72221869,-0.353636372,d,c,1680.0,10.0,2005.0,0,,,
665,0.3831063065,1.2030521014,0.5602377493,1.3072383074,a,a,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
666,0.0860798604,-0.186301799,0.0945415919,-0.225852289,c,c,2700.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
